28,29,33,26,23,36,37,42,46,22,30,39,23,27,23,15,30,31,31,42,34,41,26,18,19,30,23,25,23,29,22,39,25,26,23,30,38,18,24,32,37,23,41,25,30,22,20,31,22,27
33,37,9,21,19,18,34,28,29,34,35,35,16,39,40,44,33,36,31,31,37,15,27,29,30,46,31,37,33,26,35,32,34,37,29,31,27,12,35,38,35,30,19,30,26,34,31,25,22,33
43,23,23,45,35,33,29,27,30,34,28,33,31,28,25,27,19,30,23,22,48,30,38,27,19,23,38,33,31,25,29,26,34,41,23,47,26,34,25,21,24,26,19,27,30,45,33,22,40,18
