24,22,12,16,27,15,15,34,16,37,19,18,26,18,22,23,40,8,22,23,8,8,19,24,23,8,18,33,15,15,26,14,30,11,15,20,12,12,24,16,11,29,12,20,29,15,20,19,4,15
31,27,22,23,24,26,22,26,15,26,26,23,34,19,12,23,12,22,16,17,26,18,26,30,14,25,14,18,30,13,26,20,12,7,16,8,19,30,32,18,15,34,19,30,14,22,29,27,24,18
27,16,7,20,23,23,27,29,15,4,10,22,15,12,18,16,19,20,21,35,18,24,27,19,24,13,19,23,16,12,4,18,8,26,17,17,15,14,15,15,15,27,21,20,7,15,26,19,19,24
