50,30,10,20,35,35,20,35,15,35,45,15,30,25,45,20,30,45,35,25,25,25,30,10,30,30,40,35,30,30,25,25,35,40,20,30,30,30,40,20,55,30,40,25,55,30,35,20,30,20
20,45,10,45,25,55,25,40,25,30,40,40,30,40,20,25,40,30,15,30,40,25,20,35,25,40,30,20,40,30,35,35,40,25,25,25,40,40,40,30,20,40,35,15,30,30,20,25,40,30
30,15,45,35,45,35,35,50,35,35,20,40,30,35,35,30,30,10,20,40,25,30,25,40,35,30,25,25,25,25,40,20,30,30,35,20,25,35,25,40,30,25,30,25,35,45,20,30,15,35
