59,48,66,55,70,53,48,48,65,58,55,54,27,63,48,48,58,59,44,70,42,61,54,53,44,49,48,66,64,64,76,81,59,63,32,81,44,44,31,59,64,48,33,42,37,64,66,65,48,50
64,43,53,60,53,39,74,54,46,58,25,42,43,43,53,33,64,82,60,56,43,49,43,52,59,77,59,82,55,41,43,50,32,81,43,60,80,64,42,80,42,52,52,64,59,44,42,64,43,49
50,43,54,58,44,60,60,58,60,71,44,54,53,60,54,47,41,31,86,39,49,44,53,64,51,52,61,47,38,49,49,64,47,64,42,44,82,50,61,54,50,49,69,44,66,65,69,50,59,49
