48,66,52,42,61,48,54,65,70,59,69,51,46,58,50,61,82,55,60,60,45,68,83,54,54,49,65,69,77,53,72,57,65,78,43,44,51,67,55,54,48,48,68,54,64,43,51,52,56,59
56,66,61,63,56,64,55,64,70,62,69,74,66,77,59,53,63,58,61,49,68,80,64,75,57,66,55,67,72,63,69,58,67,51,58,43,59,59,73,45,53,62,45,72,53,44,75,59,53,43
79,61,64,74,64,77,55,68,49,61,57,61,62,45,54,50,71,57,64,54,52,74,51,65,79,53,64,57,54,72,73,64,48,74,60,69,51,66,68,76,84,70,57,68,53,62,57,76,59,55
