58,40,44,51,36,41,51,36,44,61,40,61,51,44,46,36,61,24,30,41,34,45,40,33,41,40,71,52,39,66,25,51,45,31,45,24,36,24,46,67,51,52,50,35,43,43,35,41,46,45
40,55,55,62,45,39,65,78,35,40,51,45,45,58,56,44,44,41,56,39,28,60,25,39,39,40,33,45,24,46,45,29,33,40,34,44,55,39,39,44,30,24,35,56,23,65,47,62,51,40
46,55,45,44,41,56,45,47,24,61,40,34,45,51,44,25,40,54,34,25,56,46,54,34,47,50,40,46,39,62,40,70,40,34,55,50,55,29,26,45,46,40,39,45,50,55,29,51,52,44
