14,12,14,15,20,15,20,26,12,24,12,30,21,10,24,23,38,22,24,14,12,23,17,18,18,19,21,16,20,23,18,23,15,9,17,12,38,15,15,15,31,14,17,20,25,14,12,15,16,9
23,20,21,32,18,15,14,24,20,15,20,23,12,18,15,17,15,21,23,18,17,32,23,14,15,29,18,26,21,9,21,9,20,27,16,27,20,24,9,17,18,20,14,17,27,20,17,24,21,21
12,9,12,26,20,14,15,14,21,27,23,29,41,44,33,38,21,18,24,26,23,23,31,21,21,15,18,23,23,20,15,12,33,11,30,20,14,15,21,32,17,24,20,18,21,26,20,17,29,21
