24,12,14,4,28,9,12,7,18,19,15,20,16,8,4,18,13,15,9,6,25,28,14,9,10,32,9,13,13,26,23,6,19,20,27,10,28,29,23,16,16,14,13,27,23,26,11,15,13,13
14,16,7,12,14,17,19,14,23,10,17,19,14,6,12,16,16,12,17,10,20,19,13,25,35,13,22,11,16,25,11,14,16,10,9,19,19,8,10,13,4,11,18,25,25,10,21,27,36,15
33,3,23,24,11,16,12,19,14,13,6,16,18,18,6,10,30,13,13,24,17,10,21,23,13,28,7,9,19,11,10,17,18,19,16,19,32,22,23,23,34,16,18,9,12,22,31,13,17,35
